login,location,bio,pronouns,createdAt
Username_75162,shanghai,69993311@qq.com,he/him,2022-01-19T12:01:05Z
Username_75163,Ostrava,Python | LabVIEW | C# | C++ | TensorFlow | PyTorch | OpenCV | WSL | Jupyter |,,2022-01-19T12:02:41Z
Username_75164,Republic of Korea,"Hi, I'm a student currently expanding my expertise into Machine Learning (ML) and Deep Learning (DL) after completing an in-depth study in Node.js.",,2022-01-19T12:03:47Z
Username_75165,India,I'm a Front-end developer who loves learning and drilling programming skills!,,2022-01-19T12:06:43Z
Username_75166,erevan,"Hello, I am Hamlet. energetic person, Part of my daily routine is to learn something new (mostly in the IT sphere), and developing my skills. I enjoy working wi",,2022-01-19T12:05:07Z
Username_75167,"Seoul, Korea",Department of Applied Artificial Intelligence,,2022-01-19T12:01:25Z
Username_75168,Roysambu,Web developer | Graphic designer | Front End | HTML | CSS | Php | JavaScript | Adobe Photoshop |Canva| Content Editor| Social media expert,,2022-01-19T12:05:01Z
Username_75169,India,Appker,,2022-01-19T12:07:39Z
Username_75170,Korea Credit Bureau,Engenheiro de Computação - Computer Engineer Mestrando em Engenharia Elétrica e de Computação - MSc in Electrical and Computer Engineering,,2022-01-19T12:05:57Z
Username_75171,Brazil,"SAVEBEE is a DeFi project focused on environmental recovery and bee protection.
It is a token created to help save the planet, with bees as the main pollinatin",,2022-01-19T12:01:49Z
Username_75172,France,"프론트엔드 엔지니어가 되고싶은 프랑스에 살고있는 학생.

I want to be nice front-end engineer.",,2022-01-19T12:09:44Z
Username_75173,Manchester,"An inquisitive cyber security graduate: 
Here you'll find completed university assignments, personal projects and more! Feel free to get in contact.",he/him,2022-01-19T12:01:28Z
Username_75174,Scotland,Engineering Manager,,2022-01-19T12:02:43Z
Username_75175,Anaimalai TN INDIA,Live to Code; Code to Live ,,2022-01-19T12:08:20Z
Username_75176,"Bhaktapur, Nepal","Hi, I'm Deepin Pradhananga.",,2022-01-19T12:01:46Z
Username_75177,Sumaré-SP Brasil,Desenvolvedor de Sites focado em criar as melhores soluções web.,he/him,2022-01-19T12:14:49Z
Username_75178,France,Admin system Linux,,2022-01-19T12:14:55Z
Username_75179,Kannur,"My field of study is Computer Science. I have a strong interest in web development. A few of my core skills include Java, SQL, Python, HTML and CSS.",,2022-01-19T12:13:38Z
Username_75180,Zagreb,Bit of everything,,2022-01-19T12:18:22Z
Username_75181,Turkeyt,Software Developer ,he/him,2022-01-19T12:10:53Z
Username_75182,Noida,PHP developer and Node Js Developer,,2022-01-19T12:17:01Z
Username_75183,Újpest,@KiazaHunor ciga..ny @talasgeci,,2022-01-19T12:12:37Z
Username_75184,Delhi NCR ,"My name is Chirag Antil. Currently, I am pursuing a B.Tech program in computer science and artificial intelligence from Newton School Of Technology. ",,2022-01-19T12:18:08Z
Username_75185,Korea,- B.S. in Konkuk Univ. Seoul. Korea,,2022-01-19T12:15:57Z
Username_75186,Madrid,Viva Jesucristo,,2022-01-19T12:12:39Z
Username_75187,Iran,x²+(y−∛x²)²=1,he/him,2022-01-19T12:10:26Z
Username_75188,Moscow,Crypto,,2022-01-19T12:16:22Z
Username_75189,Germany,"Software Developer, 


PLM Implementation Engineer,
Solution architect
@Piterion-GmbH 
@ARS-Berlin
",,2022-01-19T12:20:36Z
Username_75190,Hyderabad,"CS UnderGrad, Senior",,2022-01-19T12:29:09Z
Username_75191,Stanisława Wyspiańskiego 23,"Jeszcze się ucze.
",,2022-01-19T12:27:59Z
Username_75192,"Gaborone, Botswana",Real life solutions design and development,,2022-01-19T12:22:50Z
Username_75193,"Istanbul, Turkey","PHP, JS and TS Lover ❤️
",he/him,2022-01-19T12:25:15Z
Username_75194,Spain,React Native Developer,,2022-01-19T12:27:58Z
Username_75195,"Pune , Maharastra",.NET Developer,,2022-01-19T12:21:11Z
Username_75196,Sukamulia Timur,you can if you think you can,,2022-01-19T12:21:53Z
Username_75197,"Phagwara , Punjab","An Undergraduate Biotechnologist, skilled in research work and Bioinformatics Tools.
Experienced Social media analyst.
 ",,2022-01-19T12:21:51Z
Username_75198,Aksay,"js, react, webpack, scss, firebase",,2022-01-19T12:26:08Z
Username_75199,"Athens, Greece","discord: @crexy_
",,2022-01-19T12:26:22Z
Username_75200,"Bangkok, Thailand","Part-time developer working on Java, Javascript and also C++ practicing doing graphic design and editing video in Final Cut Pro X",he/him,2022-01-19T12:23:24Z
Username_75201,Turkey,searcher...,,2022-01-19T12:27:24Z
Username_75202,Nepal,"Python, HTML, CSS, JavaScript and C programmer.",,2022-01-19T12:28:26Z
Username_75203,karur,"currently persuing 4th yr b.tech 
Information Technology in vsb engineering college",,2022-01-19T12:26:53Z
Username_75204,Kolkata,Web Developer,,2022-01-19T12:22:26Z
Username_75205,Nanterre,Student at Paris Ynov Campus B2,,2022-01-19T12:24:38Z
Username_75206,Jujuy-Argentina,Full Stack Developer,,2022-01-19T12:37:24Z
Username_75207,All Around The Globe,"What, so everyone’s supposed to sleep every single night now? You realize that nighttime makes up half of all time?",,2022-01-19T12:34:30Z
Username_75208,Brandenburg an der Havel,"Medizininformatik Studi.
Suche neue Challenges in allen Bereichen.
Freue mich über bereichernden Input.
",,2022-01-19T12:30:04Z
Username_75209,"Gomasta Para, Jalpaiguri",JGEC CSE'25 || Web  Developer || Competitive Programmer ,,2022-01-19T12:32:18Z
Username_75210,"Krakow, Poland","Young dude, who found new passion in form of code",,2022-01-19T12:39:41Z
Username_75211,"Munich, Germany","M.Sc. Student in Aerospace at the Technical University of Munich. Focusing on human spaceflight, microgravity experiments, and space mission analysis.",he/him,2022-01-19T12:34:07Z
Username_75212,Nairobi,Lover of tech!,,2022-01-19T12:37:43Z
Username_75213,Zug,"THE RELEVANCE HOUSE is a full-service Marketing, Branding, and Communications agency for firms in the blockchain and emerging technology sector.",,2022-01-19T12:37:41Z
Username_75214,"Lexington, KY","She/They.

Getting trained up to do this for real.  Transylvania University, B.A. in Philosophy and Math, 2014",,2022-01-19T12:40:50Z
Username_75215,Maceió - Al,Opa! boas-vindas ao meu GitHub.,,2022-01-19T12:45:02Z
Username_75216,"Montevideo, Uruguay","Hi! My name is Mateo, I´m currently a Junior Software Developer and this is my GitHub, Welcome!",he/him,2022-01-19T12:49:00Z
Username_75217,Ireland,Studying Computer Science at Trinity College,he/him,2022-01-19T12:48:35Z
Username_75218,"Anápolis, Goiás","Sou bacharel em química, mas durante a pandemia resolvi estudar mais sobre tecnologia",,2022-01-19T12:40:45Z
Username_75219,Basement,"Just programmer.
Like to play Garry's mod and other cool games",,2022-01-19T12:49:55Z
Username_75220,"Paris, France",Computer Science student.,,2022-01-19T12:42:56Z
Username_75221,Finland,Average Linux Enjoyer,,2022-01-19T12:42:37Z
Username_75222,Đà Nẵng,Web Developer,,2022-01-19T12:49:09Z
Username_75223,Moscow,Junior Fronted Developer,,2022-01-19T12:49:47Z
Username_75224,Sunyani Ghana,"I am Electrical engineer with an in depth understanding  of Electrical , Electronics  coupled  with software  Engineering ",,2022-01-19T12:46:49Z
Username_75225,Maroc,"Professeur de science économie et gestion des entreprises
retraitée, maintenant je travaille interprète et traductrice en réunions et aussi de brochures.",,2022-01-19T12:42:43Z
Username_75226,Munich,"Working student in the field of Computer Vision and Machine Learning at Volkswagen Data Lab & Robotics, Cognition anf Intelligence Master student at TUM(Munich)",,2022-01-19T12:44:46Z
Username_75227,haridwar,Software Engineer at rubico it pvt ltd.,,2022-01-19T12:48:02Z
Username_75228,IIIT Hyderabad,Currently a Research Fellow at CVIT Lab IIIT Hyderabad. Done my Bachelors from IISER Bhopal in Data Science. Interested in Computer Vision and Machine Learning,,2022-01-19T12:54:59Z
Username_75229,Madrid,"#Python  #Data Science #Machine Learning #Análisis de datos #Sql 
#Mongodb #Streamlit",,2022-01-19T12:59:39Z
Username_75230,Belo Horizonte,Ciência de dados | Análise Estatística | Análise de Dados | ETL | Python | LLM | Machine Learning | AI-900 | MD-102,,2022-01-19T12:59:37Z
Username_75231,Curitiba,Futura Programadora em processo de aprendizagem,,2022-01-19T12:59:50Z
Username_75232,Kalyan,Aspiring Full Stack Developer,,2022-01-19T12:55:26Z
Username_75233,Pune,"COMPUTER SCIENCE STUDENT
PES COLLEGE OF ENGINEEARING AURANGABAD.",,2022-01-19T12:57:28Z
Username_75234,Argentina - Santa Fe,"Fullstack Developer con formación como Diseñador Web. Experiencia trabajando en NodeJS, React, 
Redux, SQL entre otras tecnologías del sector",,2022-01-19T12:56:39Z
Username_75235,Cancún México,"Estudiante De Ingeniería en Datos e Inteligencia Organizacional
21 años",he/him,2022-01-19T12:57:15Z
Username_75236,SP Brazil,Analista de projetos de redes -Telecom Brasil/USA.,she/her,2022-01-19T12:51:18Z
Username_75237,istanbul,@Tuncay157180,,2022-01-19T12:59:59Z
Username_75238,Fortaleza Ceará,"Coordenador de projetos;
Analista de Sistemas e Qualidade;
Desenvolvedor de testes automatizados.
",,2022-01-19T12:53:29Z
Username_75239,Shenzhen,Undergrad at Shenzhen University; Research intern at WeBank AI; Privacy-preserving machine learning;,,2022-01-19T12:50:25Z
Username_75240,India,The fastest website feedback tool that allows you to leave comments on a live website and make real-time edits.,,2022-01-19T12:54:16Z
Username_75241,jabalpur m.p,hardwork,,2022-01-19T12:50:44Z
Username_75242,Pakistan,IT student passionate about mobile app development. Currently exploring Flutter. Open to collaboration and learning. Let's connect and code!,he/him,2022-01-19T12:58:59Z
Username_75243,GZ,coder,,2022-01-19T12:54:12Z
Username_75244,Kitchener,"Hi there! My name is Jinyoung So, and I'm a full-stack developer with experience in Java, Spring-boot, Vue.js, SQL, and more.",,2022-01-19T12:57:48Z
Username_75245,Sri Lanka ,Hey there! I'm an undergraduate at IIT Sri Lanka. I'm currently in my second year and I'm just 18 years old.,,2022-01-19T13:06:24Z
Username_75246,"Montevideo, Uruguay","Poet, creative copywriter and software engineering student. ",,2022-01-19T13:06:29Z
Username_75247,"Bangalore, India",Web Platform Engineer at Postman,she/her,2022-01-19T13:04:34Z
Username_75248,"Barcelona, Spain",Videogame Programmer 🤙🏻 ,he/him,2022-01-19T13:00:10Z
Username_75249,Uruguay,Software Developer,,2022-01-19T13:01:33Z
Username_75250,Turkiye,Sr. Software Developer,he/him,2022-01-19T13:07:36Z
Username_75251,Brazil,Desenvolvedor Front-End | Angular | NodeJs,,2022-01-19T13:08:02Z
Username_75252,Ituporanga -SC,"Olá, meu nome é Gustavo Herdt, tenho 22 anos e estou no curso de Sistemas de Informação da UNIDAVI.",he/him,2022-01-19T13:09:02Z
Username_75253,Noida,Student at Galgotias University,he/him,2022-01-19T13:05:17Z
Username_75254,"Bristol, UK","I am a  front-end web developer. I like using 3D and experimenting with UX interactivity.
",,2022-01-19T13:05:31Z
Username_75255,"Colchester, UK","MSc Intelligent Systems and Robotics - B.S. Innovation and Development Eng.

Prototyping | Robotics | Data | Engineering",,2022-01-19T13:07:44Z
Username_75256,Philadelphia,"IT Pro | Windows Client, Server, ADDS, PKI | Azure | PowerShell, VB.NET, C#, C++ | Automating & securing hybrid environments | Always learning, always tinkering",,2022-01-19T13:00:09Z
Username_75257,"Hamirpur, Uttar Pradesh","B.Tech IT graduate, Python Developer, and Machine Learning enthusiast.",she/her,2022-01-19T13:09:53Z
Username_75258,Taiwan,Hi,,2022-01-19T13:08:46Z
Username_75259,"Colchester, United Kingdom",MSc Data Science,,2022-01-19T13:09:36Z
Username_75260,Nigeria,"Stephen Akinola is a Demography researcher, an avid learner and an advocate of Sustainable development goals.",he/him,2022-01-19T13:05:45Z
Username_75261,sialkot,"Flutter Developer | Software Engineer 🚀
📚 B.S. in Software Engineering
Passionate about Flutter and mobile app development, I'm a dedicated software eng",he/him,2022-01-19T13:02:34Z
Username_75262,Indonesia,Be Stoic ❤,,2022-01-19T13:07:05Z
Username_75263,1407,"amo criar coisas com muito amor nunca desisto se eu erra ou fazer algo de errado eu vou tentar conserta
",,2022-01-19T13:02:38Z
Username_75264,Bamenda,"Just Inner Peace with simple rules #consistency , passionate and being the reason someone smiles . speed with no direction is useless though",he/him,2022-01-19T13:18:59Z
Username_75265,Brasília - DF,Estudante de Engenharia de Software. Apaixonado por Tecnologia e Programação.,he/him,2022-01-19T13:11:20Z
Username_75266,"Tubarão-SC, Brasil","Backend Developer in Progress
",,2022-01-19T13:11:35Z
Username_75267,Brasília - DF,Software engineering student at the University of Brasília.,she/her,2022-01-19T13:16:11Z
Username_75268,Santos/SP,Técnica e Tecnóloga em Processamento de Dados. Biomédica. Bióloga. Estudante de Matemática,,2022-01-19T13:13:33Z
Username_75269,"Ho Chi Minh City, Viet Nam","Fresher Physical Design/Verification/DFT Engineer at HCMUT, Viet Nam.",,2022-01-19T13:19:08Z
Username_75270,Rio de Janeiro,"Olá! Seja bem vindo ao meu repositório GITHUB. Me chamo Cleberson, sou graduando em engenharia de software e um fanático por TECNOLOGIA E INOVAÇÃO",,2022-01-19T13:19:30Z
Username_75271,East United States,Thanks @wael444,,2022-01-19T13:16:34Z
Username_75272,Switzerland,"I'm a new student of web development. Originally, I have a bachelor degree in Literature, but now I'm looking for content that helps me be a fullstack.",,2022-01-19T13:15:49Z
Username_75273,São Paulo Brazil,App Developer,,2022-01-19T13:13:38Z
Username_75274,Delhi ,Java developer ,,2022-01-19T13:14:05Z
Username_75275,Jakarta,#SoftwareArchitect #cloudnative #googlecloud #azure (he/him),,2022-01-19T13:12:45Z
Username_75276,Trinidad and Tobago ,"Clinical Optometrist and Vision Therapist, MSc.",,2022-01-19T13:16:30Z
Username_75277,São Paulo,Nubank P4P,,2022-01-19T13:13:29Z
Username_75278,Amsterdam,"Retrained as Full Stack Web Developer. Creativity, analytical thinking, solving problems, detail & complexity, then simplify: coding! What's not to like?",,2022-01-19T13:12:10Z
Username_75279,Brasília - DF,| Fullstack Web Developer,,2022-01-19T13:21:00Z
Username_75280,"Mankato, MN, USA",AI & Data Science enthusiast | Ambitious |Tech explorer🧑‍💻🚀,he/him,2022-01-19T13:21:33Z
Username_75281,Lagos nigeria ,Software developer| JavaScript I MERN,,2022-01-19T13:21:45Z
Username_75282,Kyiv,Front-end developer,he/him,2022-01-19T13:27:16Z
Username_75283,Turkey,"MANİSA CELAL BAYAR ÜNİVERSİTESİ  -  YAZILIM MÜHENDİSLİĞİ

",,2022-01-19T13:24:30Z
Username_75284,Olsztyn,"University of Warmia and Mazury, Computer Science student
",,2022-01-19T13:20:43Z
Username_75285,Cuba,"IT Engineer: All Web Technologies: HTML, CSS y JS. Nodejs Backend + MongoDB. Java y C#. Python WebScraper. ",,2022-01-19T13:26:22Z
Username_75286,"Birmingham, UK",Data Analyst with a wealth of experience in Maths Education.,,2022-01-19T13:27:21Z
Username_75287,Saudi Arabia,i do code 💻,he/him,2022-01-19T13:20:31Z
Username_75288,Thailand,"24 y.o
QA Engeneer
",she/her,2022-01-19T13:25:09Z
Username_75289,"Stockholm, Sweden",Struggling thru crippling addiction of chili oil and espresso.,,2022-01-19T13:27:51Z
Username_75290,"Nairobi, Kenya","I may not be rich or famous, but I look beyond that and see that I am a good person. Isn’t that all that matters? And also To be beautiful means to be yourself.",,2022-01-19T13:29:15Z
Username_75291,Paris,"Extrêmement passionné par les nouvelles technologies, je suis actuellement étudiant en M2 Chef de projet Data / Intelligence Artificielle.",,2022-01-19T13:25:03Z
Username_75292,Bursa ,I program projects,he/him,2022-01-19T13:25:51Z
Username_75293,The Netherlands,Outdoor photographer taken steps to become a Full Stack Web Developer,,2022-01-19T13:23:52Z
Username_75294,"Grozny,Russia",15 y.o.,,2022-01-19T13:24:46Z
Username_75295,Vizag,Hey ! This is M. Sudharshan Bhat. I am senior year student at Indian institute of petroleum and energy. I am inclined towards both energy domain as well as IT.,,2022-01-19T13:28:27Z
Username_75296,"Pune, Maharashtra","I have strong statistics and mathematics background. I have knowledge of Machine Learning, SQL, Python, Excel, Power BI.",,2022-01-19T13:26:19Z
